ip_address,first_seen,last_seen,sources,asn,isp_name,country,city,hostname,host_type,risk_level,abuse_contact,cidr,asn_registry,updated_date
79.110.54.102,2025-11-27 13:48:51,2025-11-27 13:48:51,"GreenSnow, IPSum Level 3",9009,"M247, RO",RO,Unknown,Unknown,Residential/ISP,Moderate (Res),abuse@m247.ro,79.110.54.0/24,ripencc,Unknown
14.103.74.80,2025-11-27 13:49:04,2025-11-27 13:49:04,"GreenSnow, IPSum Level 3",4811 137718,,CN,Unknown,Unknown,Residential/ISP,Moderate (Res),gnoc@bytedance.com,14.103.0.0/16,apnic,Unknown
8.210.139.106,2025-11-27 13:49:12,2025-11-27 13:49:12,GreenSnow,45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",SG,Unknown,Unknown,Cloud/Hosting,High (Cloud),abuse@alibaba-inc.com,8.210.0.0/16,apnic,Unknown
221.213.129.46,2025-11-27 13:49:23,2025-11-27 13:49:23,"GreenSnow, IPSum Level 3",4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,Unknown,Unknown,Residential/ISP,Moderate (Res),zhaoyz3@chinaunicom.cn,221.213.0.0/16,apnic,Unknown
211.201.163.70,2025-11-27 13:49:36,2025-11-27 13:49:36,"GreenSnow, IPSum Level 3",9318,"SKB-AS SK Broadband Co Ltd, KR",KR,Unknown,Unknown,Residential/ISP,Moderate (Res),hostmaster@nic.or.kr,211.200.0.0/14,apnic,Unknown
96.92.63.243,2025-11-27 13:49:48,2025-11-27 13:49:48,"GreenSnow, IPSum Level 3",7922,"COMCAST-7922, US",US,Unknown,96-92-63-243-static.hfc.comcastbusiness.net,Residential/ISP,Moderate (Res),abuse@comcast.net,96.92.32.0/19,arin,Unknown
45.78.201.60,2025-11-27 13:50:01,2025-11-27 13:50:01,"GreenSnow, IPSum Level 3",150436,"BYTEPLUS-AS-AP Byteplus Pte. Ltd., SG",SG,Unknown,Unknown,Residential/ISP,Moderate (Res),bd_abuse@bytedance.com,"45.78.192.0/19, 45.78.224.0/20, 45.78.240.0/21, 45.78.248.0/22, 45.78.252.0/23, 45.78.254.0/24, 45.78.255.0/25, 45.78.255.128/26, 45.78.255.192/27, 45.78.255.224/28, 45.78.255.240/29, 45.78.255.248/30, 45.78.255.252/31, 45.78.255.254/32",apnic,Unknown
45.78.219.202,2025-11-27 13:50:15,2025-11-27 13:50:15,"GreenSnow, IPSum Level 3",150436,"BYTEPLUS-AS-AP Byteplus Pte. Ltd., SG",SG,Unknown,Unknown,Residential/ISP,Moderate (Res),bd_abuse@bytedance.com,"45.78.192.0/19, 45.78.224.0/20, 45.78.240.0/21, 45.78.248.0/22, 45.78.252.0/23, 45.78.254.0/24, 45.78.255.0/25, 45.78.255.128/26, 45.78.255.192/27, 45.78.255.224/28, 45.78.255.240/29, 45.78.255.248/30, 45.78.255.252/31, 45.78.255.254/32",apnic,Unknown
103.31.39.66,2025-11-27 13:50:25,2025-11-27 13:50:25,"GreenSnow, IPSum Level 3",136052,"IDNIC-IDCLOUDHOST-AS-ID PT Cloud Hosting Indonesia, ID",ID,Unknown,ip103-31-39-66.cloudhost.web.id,Cloud/Hosting,High (Cloud),admin@idcloudhost.com,103.31.38.0/23,apnic,Unknown
182.150.31.191,2025-11-27 13:50:33,2025-11-27 13:50:33,"GreenSnow, IPSum Level 3",4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,Unknown,Unknown,Residential/ISP,Moderate (Res),anti-spam@chinatelecom.cn,182.144.0.0/13,apnic,Unknown
8.210.196.125,2025-11-27 13:50:41,2025-11-27 13:50:41,"GreenSnow, IPSum Level 3",45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",SG,Unknown,Unknown,Cloud/Hosting,High (Cloud),abuse@alibaba-inc.com,8.210.0.0/16,apnic,Unknown
182.53.220.26,2025-11-27 13:50:49,2025-11-27 13:50:49,"GreenSnow, IPSum Level 3",23969,"TOT-NET TOT Public Company Limited, TH",TH,Unknown,node-17h6.pool-182-53.dynamic.nt-isp.net,Residential/ISP,Moderate (Res),apipolg@nt.ntplc.co.th,182.52.0.0/15,apnic,Unknown
47.242.54.231,2025-11-27 13:51:01,2025-11-27 13:51:01,"GreenSnow, IPSum Level 3",45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",US,Unknown,Unknown,Cloud/Hosting,High (Cloud),Unknown,47.242.0.0/16,arin,Unknown
101.47.162.25,2025-11-27 13:51:08,2025-11-27 13:51:08,"GreenSnow, IPSum Level 3",150436,"BYTEPLUS-AS-AP Byteplus Pte. Ltd., SG",SG,Unknown,Unknown,Residential/ISP,Moderate (Res),bd_abuse@bytedance.com,"101.47.112.0/20, 101.47.128.0/17",apnic,Unknown
34.69.0.72,2025-11-27 13:51:18,2025-11-27 13:51:18,"GreenSnow, IPSum Level 3",396982,"GOOGLE-CLOUD-PLATFORM, US",US,Unknown,72.0.69.34.bc.googleusercontent.com,Cloud/Hosting,High (Cloud),google-cloud-compliance@google.com,34.64.0.0/10,arin,Unknown
84.239.47.137,2025-11-27 13:51:27,2025-11-27 13:51:27,GreenSnow,212238,"CDNEXT, GB",RO,Unknown,Unknown,Residential/ISP,Moderate (Res),abuse@invitesys.ro,84.239.47.128/25,ripencc,Unknown
8.210.124.41,2025-11-27 13:51:34,2025-11-27 13:51:34,GreenSnow,45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",SG,Unknown,Unknown,Cloud/Hosting,High (Cloud),abuse@alibaba-inc.com,8.210.0.0/16,apnic,Unknown
47.253.133.176,2025-11-27 13:51:43,2025-11-27 13:51:43,GreenSnow,45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",US,Unknown,Unknown,Cloud/Hosting,High (Cloud),Unknown,47.253.0.0/16,arin,Unknown
186.233.118.22,2025-11-27 13:51:53,2025-11-27 13:51:53,"GreenSnow, IPSum Level 3",266181,"GOLDEN LINK, BR",BR,Unknown,Unknown,Residential/ISP,Moderate (Res),Unknown,186.233.112.0/21,lacnic,Unknown
103.86.198.162,2025-11-27 13:52:01,2025-11-27 13:52:01,"GreenSnow, IPSum Level 3",18109,"MAISHANET-AS-AP MAISHA NET, BD",BD,Unknown,host162.maishabd.net,Residential/ISP,Moderate (Res),ipnoc@maishabd.net,103.86.198.0/24,apnic,Unknown
144.48.37.155,2025-11-27 13:52:08,2025-11-27 13:52:08,"GreenSnow, IPSum Level 3",136557,"HOST-AS-AP Host Universal Pty Ltd, AU",IN,Unknown,Unknown,Residential/ISP,Moderate (Res),abuse@ransomit.com.au,144.48.37.0/24,apnic,Unknown
45.78.219.144,2025-11-27 13:52:22,2025-11-27 13:52:22,"GreenSnow, IPSum Level 3",150436,"BYTEPLUS-AS-AP Byteplus Pte. Ltd., SG",SG,Unknown,Unknown,Residential/ISP,Moderate (Res),bd_abuse@bytedance.com,"45.78.192.0/19, 45.78.224.0/20, 45.78.240.0/21, 45.78.248.0/22, 45.78.252.0/23, 45.78.254.0/24, 45.78.255.0/25, 45.78.255.128/26, 45.78.255.192/27, 45.78.255.224/28, 45.78.255.240/29, 45.78.255.248/30, 45.78.255.252/31, 45.78.255.254/32",apnic,Unknown
47.236.97.220,2025-11-27 13:52:31,2025-11-27 13:52:31,GreenSnow,45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",US,Unknown,Unknown,Cloud/Hosting,High (Cloud),intl-abuse@list.alibaba-inc.com,"47.235.0.0/16, 47.236.0.0/14, 47.240.0.0/14, 47.244.0.0/15, 47.246.0.0/16",arin,Unknown
103.90.233.71,2025-11-27 13:52:40,2025-11-27 13:52:40,"GreenSnow, IPSum Level 3",135917,"WEBPANDA-AS-VN Cong ty TNHH Web Panda, VN",VN,Unknown,Unknown,Residential/ISP,Moderate (Res),hm-changed@vnnic.vn,103.90.232.0/22,apnic,Unknown
8.222.175.32,2025-11-27 13:52:48,2025-11-27 13:52:48,GreenSnow,45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",SG,Unknown,Unknown,Cloud/Hosting,High (Cloud),abuse@alibaba-inc.com,8.208.0.0/12,apnic,Unknown
103.61.123.221,2025-11-27 13:52:56,2025-11-27 13:52:56,GreenSnow,135905,"VNPT-AS-VN VIETNAM POSTS AND TELECOMMUNICATIONS GROUP, VN",VN,Unknown,Unknown,Residential/ISP,Moderate (Res),hm-changed@vnnic.vn,103.61.122.0/23,apnic,Unknown
152.32.130.118,2025-11-27 13:53:04,2025-11-27 13:53:04,"GreenSnow, IPSum Level 3",135377,"UCLOUD-HK-AS-AP UCLOUD INFORMATION TECHNOLOGY HK LIMITED, HK",HK,Unknown,Unknown,Cloud/Hosting,High (Cloud),pn-wan@ucloud.cn,152.32.130.0/24,apnic,Unknown
8.213.28.155,2025-11-27 13:53:11,2025-11-27 13:53:11,"GreenSnow, IPSum Level 3",45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",SG,Unknown,Unknown,Cloud/Hosting,High (Cloud),abuse@alibaba-inc.com,8.213.0.0/17,apnic,Unknown
128.199.103.139,2025-11-27 13:53:21,2025-11-27 13:53:21,"GreenSnow, IPSum Level 3",14061,"DIGITALOCEAN-ASN, US",GB,Unknown,Unknown,Cloud/Hosting,High (Cloud),abuse@digitalocean.com,128.199.0.0/16,ripencc,Unknown
101.36.107.103,2025-11-27 13:53:29,2025-11-27 13:53:29,"GreenSnow, IPSum Level 3",135377,"UCLOUD-HK-AS-AP UCLOUD INFORMATION TECHNOLOGY HK LIMITED, HK",HK,Unknown,Unknown,Cloud/Hosting,High (Cloud),pn-wan@ucloud.cn,"101.36.106.0/23, 101.36.108.0/23, 101.36.110.0/24",apnic,Unknown
157.245.36.108,2025-11-27 13:53:39,2025-11-27 13:53:39,"GreenSnow, IPSum Level 3",14061,"DIGITALOCEAN-ASN, US",US,Unknown,a93200c42e.scan.leakix.org,Cloud/Hosting,High (Cloud),abuse@digitalocean.com,157.245.0.0/16,arin,Unknown
103.150.11.251,2025-11-27 13:53:46,2025-11-27 13:53:46,"GreenSnow, IPSum Level 3",137702,"CHINATELECOM-JIANGSU-NANJING-IDC Nanjing, Jiangsu Province, P.R.China., CN",CN,Unknown,Unknown,Residential/ISP,Moderate (Res),2290278840@qq.com,103.150.10.0/23,apnic,Unknown
167.71.216.13,2025-11-27 13:53:56,2025-11-27 13:53:56,GreenSnow,14061,"DIGITALOCEAN-ASN, US",US,Unknown,Unknown,Cloud/Hosting,High (Cloud),abuse@digitalocean.com,167.71.0.0/16,arin,Unknown
8.218.247.12,2025-11-27 13:54:04,2025-11-27 13:54:04,GreenSnow,45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",SG,Unknown,Unknown,Cloud/Hosting,High (Cloud),abuse@alibaba-inc.com,8.208.0.0/12,apnic,Unknown
49.64.169.153,2025-11-27 13:54:11,2025-11-27 13:54:11,"GreenSnow, IPSum Level 3",4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,Unknown,Unknown,Residential/ISP,Moderate (Res),anti-spam@chinatelecom.cn,49.64.0.0/11,apnic,Unknown
8.210.55.125,2025-11-27 13:54:19,2025-11-27 13:54:19,GreenSnow,45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",SG,Unknown,Unknown,Cloud/Hosting,High (Cloud),abuse@alibaba-inc.com,8.210.0.0/16,apnic,Unknown
120.48.170.78,2025-11-27 13:54:28,2025-11-27 13:54:28,"GreenSnow, IPSum Level 3",38365,"BAIDU Beijing Baidu Netcom Science and Technology Co., Ltd., CN",CN,Unknown,Unknown,Residential/ISP,Moderate (Res),Unknown,120.48.0.0/15,apnic,Unknown
187.87.206.21,2025-11-27 13:54:43,2025-11-27 13:54:43,"GreenSnow, IPSum Level 3",262687,"Screen Saver Informatica LTDA, BR",BR,Unknown,Unknown,Residential/ISP,Moderate (Res),Unknown,187.87.192.0/20,lacnic,Unknown
45.78.222.190,2025-11-27 13:54:56,2025-11-27 13:54:56,"GreenSnow, IPSum Level 3",150436,"BYTEPLUS-AS-AP Byteplus Pte. Ltd., SG",SG,Unknown,Unknown,Residential/ISP,Moderate (Res),bd_abuse@bytedance.com,"45.78.192.0/19, 45.78.224.0/20, 45.78.240.0/21, 45.78.248.0/22, 45.78.252.0/23, 45.78.254.0/24, 45.78.255.0/25, 45.78.255.128/26, 45.78.255.192/27, 45.78.255.224/28, 45.78.255.240/29, 45.78.255.248/30, 45.78.255.252/31, 45.78.255.254/32",apnic,Unknown
8.220.210.5,2025-11-27 13:55:05,2025-11-27 13:55:05,GreenSnow,45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",SG,Unknown,Unknown,Cloud/Hosting,High (Cloud),abuse@alibaba-inc.com,8.208.0.0/12,apnic,Unknown
172.105.102.42,2025-11-27 13:55:16,2025-11-27 13:55:16,"GreenSnow, IPSum Level 3",63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,Unknown,dev3.academyforinternetresearch.org,Cloud/Hosting,High (Cloud),abuse@linode.com,"172.104.0.0/16, 172.105.0.0/17, 172.105.128.0/20, 172.105.144.0/23, 172.105.146.0/24",arin,Unknown
45.78.216.135,2025-11-27 13:55:31,2025-11-27 13:55:31,"GreenSnow, IPSum Level 3",150436,"BYTEPLUS-AS-AP Byteplus Pte. Ltd., SG",SG,Unknown,Unknown,Residential/ISP,Moderate (Res),bd_abuse@bytedance.com,"45.78.192.0/19, 45.78.224.0/20, 45.78.240.0/21, 45.78.248.0/22, 45.78.252.0/23, 45.78.254.0/24, 45.78.255.0/25, 45.78.255.128/26, 45.78.255.192/27, 45.78.255.224/28, 45.78.255.240/29, 45.78.255.248/30, 45.78.255.252/31, 45.78.255.254/32",apnic,Unknown
163.53.168.23,2025-11-27 13:55:39,2025-11-27 13:55:39,"GreenSnow, IPSum Level 3",138950 140716,,CN,Unknown,Unknown,Residential/ISP,Moderate (Res),linweifeng@ltidc.cn,163.53.168.0/22,apnic,Unknown
45.78.199.15,2025-11-27 13:55:53,2025-11-27 13:55:53,"GreenSnow, IPSum Level 3",150436,"BYTEPLUS-AS-AP Byteplus Pte. Ltd., SG",SG,Unknown,Unknown,Residential/ISP,Moderate (Res),bd_abuse@bytedance.com,"45.78.192.0/19, 45.78.224.0/20, 45.78.240.0/21, 45.78.248.0/22, 45.78.252.0/23, 45.78.254.0/24, 45.78.255.0/25, 45.78.255.128/26, 45.78.255.192/27, 45.78.255.224/28, 45.78.255.240/29, 45.78.255.248/30, 45.78.255.252/31, 45.78.255.254/32",apnic,Unknown
35.194.0.176,2025-11-27 13:56:03,2025-11-27 13:56:03,GreenSnow,396982,"GOOGLE-CLOUD-PLATFORM, US",US,Unknown,176.0.194.35.bc.googleusercontent.com,Cloud/Hosting,High (Cloud),google-cloud-compliance@google.com,35.192.0.0/12,arin,Unknown
80.152.148.99,2025-11-27 13:56:11,2025-11-27 13:56:11,GreenSnow,3320,"DTAG Internet service provider operations, DE",DE,Unknown,p50989463.dip0.t-ipconnect.de,Residential/ISP,Moderate (Res),abuse@telekom.de,"80.152.128.0/17, 80.153.0.0/16",ripencc,Unknown
47.77.202.71,2025-11-27 13:56:21,2025-11-27 13:56:21,GreenSnow,45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",US,Unknown,Unknown,Cloud/Hosting,High (Cloud),intl-abuse@list.alibaba-inc.com,"47.74.0.0/15, 47.76.0.0/14, 47.80.0.0/13",arin,Unknown
192.185.2.186,2025-11-27 13:56:31,2025-11-27 13:56:31,"GreenSnow, IPSum Level 3",31898,"ORACLE-BMC-31898, US",US,Unknown,taurus.websitewelcome.com,Cloud/Hosting,High (Cloud),IARPOC@Newfold.com,192.185.0.0/16,arin,Unknown
148.66.155.82,2025-11-27 13:56:39,2025-11-27 13:56:39,GreenSnow,26496,"AS-26496-GO-DADDY-COM-LLC, US",SG,Unknown,82.155.66.148.host.secureserver.net,Residential/ISP,Moderate (Res),backbone@godaddy.com,148.66.128.0/19,apnic,Unknown
45.78.219.26,2025-11-27 13:56:53,2025-11-27 13:56:53,"GreenSnow, IPSum Level 3",150436,"BYTEPLUS-AS-AP Byteplus Pte. Ltd., SG",SG,Unknown,Unknown,Residential/ISP,Moderate (Res),bd_abuse@bytedance.com,"45.78.192.0/19, 45.78.224.0/20, 45.78.240.0/21, 45.78.248.0/22, 45.78.252.0/23, 45.78.254.0/24, 45.78.255.0/25, 45.78.255.128/26, 45.78.255.192/27, 45.78.255.224/28, 45.78.255.240/29, 45.78.255.248/30, 45.78.255.252/31, 45.78.255.254/32",apnic,Unknown
171.244.140.22,2025-11-27 13:57:03,2025-11-27 13:57:03,"GreenSnow, IPSum Level 3",7552,"VIETEL-AS-AP Viettel Group, VN",VN,Unknown,Unknown,Residential/ISP,Moderate (Res),hm-changed@vnnic.vn,171.224.0.0/11,apnic,Unknown
101.47.163.3,2025-11-27 13:57:12,2025-11-27 13:57:12,"GreenSnow, IPSum Level 3",150436,"BYTEPLUS-AS-AP Byteplus Pte. Ltd., SG",SG,Unknown,Unknown,Residential/ISP,Moderate (Res),bd_abuse@bytedance.com,"101.47.112.0/20, 101.47.128.0/17",apnic,Unknown
92.184.107.2,2025-11-27 13:57:23,2025-11-27 13:57:23,GreenSnow,3215,"France Telecom - Orange, FR",FR,Unknown,92-184-107-2.mobile.fr.orangecustomers.net,Residential/ISP,Moderate (Res),gestionip.ft@orange.com,92.184.107.0/25,ripencc,Unknown
14.103.107.214,2025-11-27 13:57:37,2025-11-27 13:57:37,"GreenSnow, IPSum Level 3",4811 137718,,CN,Unknown,Unknown,Residential/ISP,Moderate (Res),gnoc@bytedance.com,14.103.0.0/16,apnic,Unknown
103.62.152.247,2025-11-27 13:57:45,2025-11-27 13:57:45,GreenSnow,134788,"PARASATCABLETV-AS-AP Parasat Cable TV, Inc, PH",PH,Unknown,247.152.62.103.in-addr.arpa.cable21.net,Residential/ISP,Moderate (Res),support@cable21.net,103.62.152.0/22,apnic,Unknown
8.219.152.209,2025-11-27 13:57:53,2025-11-27 13:57:53,"GreenSnow, IPSum Level 3",45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",SG,Unknown,Unknown,Cloud/Hosting,High (Cloud),abuse@alibaba-inc.com,8.208.0.0/12,apnic,Unknown
47.254.65.238,2025-11-27 13:58:03,2025-11-27 13:58:03,GreenSnow,45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",US,Unknown,Unknown,Cloud/Hosting,High (Cloud),Unknown,47.254.0.0/17,arin,Unknown
154.47.31.5,2025-11-27 13:58:12,2025-11-27 13:58:12,"GreenSnow, IPSum Level 3",212238,"CDNEXT, GB",US,Unknown,unn-154-47-31-5.datapacket.com,Residential/ISP,Moderate (Res),Unknown,154.47.31.0/24,arin,Unknown
8.222.138.250,2025-11-27 13:58:20,2025-11-27 13:58:20,GreenSnow,45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",SG,Unknown,Unknown,Cloud/Hosting,High (Cloud),abuse@alibaba-inc.com,8.208.0.0/12,apnic,Unknown
45.78.194.255,2025-11-27 13:58:36,2025-11-27 13:58:36,"GreenSnow, IPSum Level 3",150436,"BYTEPLUS-AS-AP Byteplus Pte. Ltd., SG",SG,Unknown,Unknown,Residential/ISP,Moderate (Res),bd_abuse@bytedance.com,"45.78.192.0/19, 45.78.224.0/20, 45.78.240.0/21, 45.78.248.0/22, 45.78.252.0/23, 45.78.254.0/24, 45.78.255.0/25, 45.78.255.128/26, 45.78.255.192/27, 45.78.255.224/28, 45.78.255.240/29, 45.78.255.248/30, 45.78.255.252/31, 45.78.255.254/32",apnic,Unknown
8.219.237.41,2025-11-27 13:58:43,2025-11-27 13:58:43,GreenSnow,45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",SG,Unknown,Unknown,Cloud/Hosting,High (Cloud),abuse@alibaba-inc.com,8.208.0.0/12,apnic,Unknown
130.180.69.209,2025-11-27 13:58:52,2025-11-27 13:58:52,GreenSnow,3209,"VODANET International IP-Backbone of Vodafone, DE",DE,Unknown,ip-130-180-069-209.um40.pools.vodafone-ip.de,Residential/ISP,Moderate (Res),abuse.de@vodafone.com,130.180.64.0/18,ripencc,Unknown
124.226.219.166,2025-11-27 13:59:07,2025-11-27 13:59:07,GreenSnow,137693,"CHINATELECOM-GUANGXI-NANNING-IDC CHINATELECOM Guangxi Nanning IDC networkdescr: NanningGuangxi Province, P.R.China., CN",CN,Unknown,Unknown,Residential/ISP,Moderate (Res),anti-spam@chinatelecom.cn,124.226.0.0/15,apnic,Unknown
103.82.37.34,2025-11-27 13:59:15,2025-11-27 13:59:15,"GreenSnow, IPSum Level 3",149089,"CLOUDFLY-VN CLOUDFLY CORPORATION, VN",VN,Unknown,103.82.37.34.cloudfly.vn,Cloud/Hosting,High (Cloud),hm-changed@vnnic.vn,103.82.36.0/22,apnic,Unknown
103.227.254.59,2025-11-27 13:59:24,2025-11-27 13:59:24,"GreenSnow, IPSum Level 3",59279,"IDNIC-RMI-AS-ID PT Raja Mitra Informatika, ID",ID,Unknown,Unknown,Residential/ISP,Moderate (Res),abuse@rajamitra.co.id,103.227.252.0/22,apnic,Unknown
45.78.216.96,2025-11-27 13:59:38,2025-11-27 13:59:38,"GreenSnow, IPSum Level 3",150436,"BYTEPLUS-AS-AP Byteplus Pte. Ltd., SG",SG,Unknown,Unknown,Residential/ISP,Moderate (Res),bd_abuse@bytedance.com,"45.78.192.0/19, 45.78.224.0/20, 45.78.240.0/21, 45.78.248.0/22, 45.78.252.0/23, 45.78.254.0/24, 45.78.255.0/25, 45.78.255.128/26, 45.78.255.192/27, 45.78.255.224/28, 45.78.255.240/29, 45.78.255.248/30, 45.78.255.252/31, 45.78.255.254/32",apnic,Unknown
46.101.98.60,2025-11-27 13:59:47,2025-11-27 13:59:47,GreenSnow,14061,"DIGITALOCEAN-ASN, US",US,Unknown,Unknown,Cloud/Hosting,High (Cloud),abuse@digitalocean.com,46.101.96.0/19,ripencc,Unknown
47.245.25.178,2025-11-27 13:59:57,2025-11-27 13:59:57,"GreenSnow, IPSum Level 3",45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",US,Unknown,Unknown,Cloud/Hosting,High (Cloud),Unknown,47.245.0.0/18,arin,Unknown
157.66.34.121,2025-11-27 14:00:05,2025-11-27 14:00:05,"GreenSnow, IPSum Level 3",55688,"BEON-AS-ID PT. Beon Intermedia, ID",ID,Unknown,Unknown,Residential/ISP,Moderate (Res),ardy@eniware.co.id,157.66.34.0/23,apnic,Unknown
